conference,year,paper_id,title,abstract,topics,image_url
ICLR,2023,14111,IVP-VAE: Modeling EHR Time Series with Initial Value Problem Solvers,"Continuous-time models such as Neural ODEs and Neural Flows have shown promising results in analyzing irregularly sampled time series frequently encountered in electronic health records. Based on these models, time series are typically processed with a hybrid of an initial value problem (IVP) solver and a recurrent neural network within the variational autoencoder architecture. Sequentially solving IVPs makes such models computationally less efficient. In this paper, we propose to model time series purely with continuous processes whose state evolution can be approximated directly by IVPs. This eliminates the need for recurrent computation and enables multiple states to evolve in parallel. We further fuse the encoder and decoder with one IVP-solver based on its invertibility, which leads to fewer parameters and faster convergence. Experiments on two EHR datasets show that the proposed approach achieves comparable classification performance while gaining more than 10x speedup over other continuous-time counterparts.","['Time Series Analysis' 'Healthcare Informatics' 'Computational Modeling'
 'Neural Networks' 'Variational Autoencoders' 'Electronic Health Records ']",https://iclr.cc/media/PosterPDFs/ICLR%202023/14111.png
ICLR,2023,11654,A Differential Geometric View and Explainability of GNN on Evolving Graphs,"Graphs are ubiquitous in social networks and biochemistry, where Graph Neural Networks (GNN) are the state-of-the-art models for prediction. Graphs can be evolving and it is vital to formally model and understand how a trained GNN responds to graph evolution. We propose a smooth parameterization of the GNN predicted distributions using axiomatic attribution, where the distributions are on a low dimensional manifold within a high-dimensional embedding space. We exploit the differential geometric viewpoint to model distributional evolution as smooth curves on the manifold. We reparameterize families of curves on the manifold and design a convex optimization problem to find a unique curve that concisely approximates the distributional evolution for human interpretation. Extensive experiments on node classification, link prediction, and graph classification tasks with evolving graphs demonstrate the better sparsity, faithfulness, and intuitiveness of the proposed method over the state-of-the-art methods.","['Graph Neural Networks' 'Differential Geometry' 'Explainable AI'
 'Network Analysis' 'Computational Mathematics']",https://iclr.cc/media/PosterPDFs/ICLR%202023/11654.png
ICLR,2023,11426,TILP: Differentiable Learning of Temporal Logical Rules on Knowledge Graphs,"Compared with static knowledge graphs, temporal knowledge graphs (tKG), which can capture the evolution and change of information over time, are more realistic and general. However, due to the complexity that the notion of time introduces to the learning of the rules, an accurate graph reasoning, e.g., predicting new links between entities, is still a difficult problem. In this paper, we propose TILP, a differentiable framework for temporal logical rules learning. By designing a constrained random walk mechanism and the introduction of temporal operators, we ensure the efficiency of our model. We present temporal features modeling in tKG, e.g., recurrence, temporal order, interval between pair of relations, and duration, and incorporate it into our learning process. We compare TILP with state-of-the-art methods on two benchmark datasets. We show that our proposed framework can improve upon the performance of baseline methods while providing interpretable results. In particular, we consider various scenarios in which training samples are limited, data is biased, and the time range between training and inference are different. In all these cases, TILP works much better than the state-of-the-art methods.",['Knowledge Graphs' 'Temporal Reasoning' 'Graph Neural Networks'],https://iclr.cc/media/PosterPDFs/ICLR%202023/11426.png
ICLR,2023,12048,Vision Transformer Adapter for Dense Predictions,"This work investigates a simple yet powerful dense prediction task adapter for Vision Transformer (ViT). Unlike recently advanced variants that incorporate vision-specific inductive biases into their architectures, the plain ViT suffers inferior performance on dense predictions due to weak prior assumptions. To address this issue, we propose the ViT-Adapter, which allows plain ViT to achieve comparable performance to vision-specific transformers. Specifically, the backbone in our framework is a plain ViT that can learn powerful representations from large-scale multi-modal data. When transferring to downstream tasks, a pre-training-free adapter is used to introduce the image-related inductive biases into the model, making it suitable for these tasks. We verify ViT-Adapter on multiple dense prediction tasks, including object detection, instance segmentation, and semantic segmentation. Notably, without using extra detection data, our ViT-Adapter-L yields state-of-the-art 60.9 box AP and 53.0 mask AP on COCO test-dev. We hope that the ViT-Adapter could serve as an alternative for vision-specific transformers and facilitate future research. Code and models will be released at https://github.com/czczup/ViT-Adapter.","['Computer Vision' 'Deep Learning' 'Vision Transformers'
 'Dense Prediction Tasks' 'Object Detection' 'Instance Segmentation'
 'Semantic Segmentation']",https://iclr.cc/media/PosterPDFs/ICLR%202023/12048.png
ICLR,2023,12921,PocketNet: Ligand-Guided Pocket Prediction for Blind Docking,"We introduce PocketNet, a novel method for identifying ligand binding sites (LBS). Unlike current methods, PocketNet is tailored to identify the binding site specifically associated with the target ligand. With most protein targets having multiple binding sites, the selection process becomes ambiguous without specific ligand information. This limitation negatively impacts downstream applications such as docking and virtual screening. PocketNet addresses this challenge by combining the ouput of multiple LBS prediction tools and utilizing a deep neural network that incorporates ligand information to re-rank the sites. Our results demonstrate that PocketNet outperforms the latest methods for both pocket prediction and blind docking tasks.","['Computational Biology' 'Structural Bioinformatics' 'Drug Discovery'
 'Protein-Ligand Interactions' 'Machine Learning in Biology']",https://iclr.cc/media/PosterPDFs/ICLR%202023/12921.png
ICLR,2024,21199,LongLLMLingua: Accelerating and Enhancing LLMs in Long Context Scenarios via Prompt Compression,"In long context scenarios, large language models (LLMs) face three main challenges: higher computational cost, performance reduction, and position bias. Research indicates that LLM performance hinges on the density and position of key information in the input prompt. Addressing this, we introduce LongLLMLingua, a method for prompt compression that improves LLMs’ key information perception, effectively tackling these challenges. Our extensive evaluation across various long context scenarios demonstrates that LongLLMLingua not only enhances performance but also significantly reduces costs and latency. For instance, in the NaturalQuestions benchmark, LongLLMLingua boosts performance by up to 21.4% with around 4x fewer tokens in GPT-3.5-Turbo, leading to substantial cost savings. It achieves a 94.2% cost reduction in the LooGLE benchmark. Moreover, when compressing prompts of about 10k tokens at rates of 2x-10x, LongLLMLingua can accelerate end-to-end latency by 1.4x-3.8x.","['Natural Language Processing' 'Computational Linguistics'
 'Artificial Intelligence ' 'Language Models' 'Data Compression']",https://iclr.cc/media/PosterPDFs/ICLR%202024/21199.png
ICLR,2024,19003,Forward $\chi^2$ Divergence Based Variational Importance Sampling,"Maximizing the marginal log-likelihood is a crucial aspect of learning latent variable models, and variational inference (VI) stands as the commonly adopted method. However, VI can encounter challenges in achieving a high marginal log-likelihood when dealing with complicated posterior distributions. In response to this limitation, we introduce a novel variational importance sampling (VIS) approach that directly estimates and maximizes the marginal log-likelihood. VIS leverages the optimal proposal distribution, achieved by minimizing the forward $\chi^2$ divergence, to enhance marginal log-likelihood estimation. We apply VIS to various popular latent variable models, including mixture models, variational auto-encoders, and partially observable generalized linear models. Results demonstrate that our approach consistently outperforms state-of-the-art baselines, in terms of both log-likelihood and model parameter estimation. Code: \url{https://github.com/JerrySoybean/vis}.","['Variational Inference' 'Latent Variable Models' 'Statistical Methods'
 'Computational Statistics']",https://iclr.cc/media/PosterPDFs/ICLR%202024/19003.png
ICLR,2024,18987,Set Learning for Accurate and Calibrated Models,"Model overconfidence and poor calibration are common in machine learning and difficult to account for when applying standard empirical risk minimization. In this work, we propose a novel method to alleviate these problems that we call odd-$k$-out learning (OKO), which minimizes the cross-entropy error for sets rather than for single examples. This naturally allows the model to capture correlations across data examples and achieves both better accuracy and calibration, especially in limited training data and class-imbalanced regimes. Perhaps surprisingly, OKO often yields better calibration even when training with hard labels and dropping any additional calibration parameter tuning, such as temperature scaling. We demonstrate this in extensive experimental analyses and provide a mathematical theory to interpret our findings. We emphasize that OKO is a general framework that can be easily adapted to many settings and a trained model can be applied to single examples at inference time, without significant run-time overhead or architecture changes.","['Model Calibration' 'Empirical Risk Minimization' 'Cross-Entropy Error'
 'Data Imbalance' 'Model Accuracy']",https://iclr.cc/media/PosterPDFs/ICLR%202024/18987.png
ICLR,2024,21350,Comparing and Contrasting Deep Learning Weather Prediction Backbones on Navier-Stokes Dynamics,"There has been remarkable progress in the development of Deep Learning Weather Prediction (DLWP) models, so much so that they are poised to become competitive with traditional numerical weather prediction (NWP) models. Indeed, a wide number of DLWP architectures---based on various backbones, including U-Net, Transformer, Graph Neural Network (GNN), or Fourier Neural Operator (FNO)---have demonstrated their potential at forecasting atmospheric states. However, due to differences in training protocols, data choices (resolution, selected prognostic variables, or additional forcing inputs), and forecast horizons, it still remains unclear which of these methods and architectures is most suitable for weather forecasting. Here, we provide a detailed empirical analysis, under controlled conditions, comparing and contrasting the most prominent backbones used in DLWP models. This is done by predicting two-dimensional incompressible Navier-Stokes dynamics with different numbers of parameters and Reynolds number values. In terms of accuracy, memory consumption, and runtime, our results illustrate various tradeoffs, and they show favorable performance of FNO, in comparison with Transformer, U-Net, and GNN backbones.","['Deep Learning' 'Weather Prediction' 'Numerical Weather Prediction'
 'Machine Learning Models' 'Computational Fluid Dynamics'
 'Atmospheric Science' 'Navier-Stokes Equations']",https://iclr.cc/media/PosterPDFs/ICLR%202024/21350.png
ICLR,2024,18257,Neural Polynomial Gabor Fields for Macro Motion Analysis,"We study macro motion analysis, where macro motion refers to the collection of all visually observable motions in a dynamic scene. Traditional filtering-based methods on motion analysis typically focus only on local and tiny motions, yet fail to represent large motions or 3D scenes. Recent dynamic neural representations can faithfully represent motions using correspondences, but they cannot be directly used for motion analysis. In this work, we propose Phase-based neural polynomial Gabor fields (Phase-PGF), which learns to represent scene dynamics with low-dimensional time-varying phases. We theoretically show that Phase-PGF has several properties suitable for macro motion analysis. In our experiments, we collect diverse 2D and 3D dynamic scenes and show that Phase-PGF enables dynamic scene analysis and editing tasks including motion loop detection, motion factorization, motion smoothing, and motion magnification. Project page: https://chen-geng.com/phasepgf","['Computer Vision' 'Motion Analysis' 'Dynamic Scene Analysis'
 'Neural Networks' '3D Scene Representation']",https://iclr.cc/media/PosterPDFs/ICLR%202024/18257.png
ICLR,2024,17412,Towards Assessing and Benchmarking Risk-Return Tradeoff of Off-Policy Evaluation,"**Off-Policy Evaluation (OPE)** aims to assess the effectiveness of counterfactual policies using offline logged data and is frequently utilized to identify the top-$k$ promising policies for deployment in online A/B tests. Existing evaluation metrics for OPE estimators primarily focus on the ""accuracy"" of OPE or that of downstream policy selection, neglecting risk-return tradeoff and *efficiency* in subsequent online policy deployment. To address this issue, we draw inspiration from portfolio evaluation in finance and develop a new metric, called **SharpeRatio@k**, which measures the risk-return tradeoff and efficiency of policy portfolios formed by an OPE estimator under varying online evaluation budgets ($k$). We first demonstrate, in two example scenarios, that our proposed metric can clearly distinguish between conservative and high-stakes OPE estimators and reliably identify the most *efficient* estimator capable of forming superior portfolios of candidate policies that maximize return with minimal risk during online deployment, while existing evaluation metrics produce only degenerate results. To facilitate a quick, accurate, and consistent evaluation of OPE via SharpeRatio@k, we have also implemented the proposed metric in an open-source software. Using SharpeRatio@k and the software, we conduct a benchmark experiment of various OPE estimators regarding their risk-return tradeoff, presenting several future directions for OPE research.","['Reinforcement Learning' 'Off-Policy Evaluation' 'Risk Management'
 'Decision Making' 'Data Science' 'Financial Metrics in AI']",https://iclr.cc/media/PosterPDFs/ICLR%202024/17412.png
ICLR,2024,18598,Efficient local linearity regularization to overcome catastrophic overfitting,"Catastrophic overfitting (CO) in single-step adversarial training (AT) results in abrupt drops in the adversarial test accuracy (even down to $0$%). For models trained with multi-step AT, it has been observed that the loss function behaves locally linearly with respect to the input, this is however lost in single-step AT. To address CO in single-step AT, several methods have been proposed to enforce local linearity of the loss via regularization. However, these regularization terms considerably slow down training due to *Double Backpropagation*. Instead, in this work, we introduce a regularization term, called ELLE, to mitigate CO *effectively* and *efficiently* in classical AT evaluations, as well as some more difficult regimes, e.g., large adversarial perturbations and long training schedules. Our regularization term can be theoretically linked to curvature of the loss function and is computationally cheaper than previous methods by avoiding *Double Backpropagation*. Our thorough experimental validation demonstrates that our work does not suffer from CO, even in challenging settings where previous works suffer from it. We also notice that adapting our regularization parameter during training (ELLE-A) greatly improves the performance, specially in large $\epsilon$ setups. Our implementation is available in https://github.com/LIONS-EPFL/ELLE.","['Adversarial Training' 'Regularization Techniques' 'Deep Learning'
 'Neural Networks']",https://iclr.cc/media/PosterPDFs/ICLR%202024/18598.png
ICLR,2024,19458,NfgTransformer: Equivariant Representation Learning for Normal-form Games,"Normal-form games (NFGs) are the fundamental model ofstrategic interaction. We study their representation using neural networks. We describe the inherent equivariance of NFGs --- any permutation of strategies describes an equivalent game --- as well as the challenges this poses for representation learning. We then propose the NfgTransformer architecture that leverages this equivariance, leading to state-of-the-art performance in a range of game-theoretic tasks including equilibrium-solving, deviation gain estimation and ranking, with a common approach to NFG representation. We show that the resulting model is interpretable and versatile, paving the way towards deep learning systems capable of game-theoretic reasoning when interacting with humans and with each other.",['Game Theory' 'Neural Networks' 'Representation Learning'],https://iclr.cc/media/PosterPDFs/ICLR%202024/19458.png
ICLR,2024,18688,Masked Completion via Structured Diffusion with White-Box Transformers,"Modern learning frameworks often train deep neural networks with massive amounts of unlabeled data to learn representations by solving simple pretext tasks, then use the representations as foundations for downstream tasks. These networks are empirically designed; as such, they are usually not interpretable, their representations are not structured, and their designs are potentially redundant. White-box deep networks, in which each layer explicitly identifies and transforms structures in the data, present a promising alternative. However, existing white-box architectures have only been shown to work at scale in supervised settings with labeled data, such as classification. In this work, we provide the first instantiation of the white-box design paradigm that can be applied to large-scale unsupervised representation learning. We do this by exploiting a fundamental connection between diffusion, compression, and (masked) completion, deriving a deep transformer-like masked autoencoder architecture, called CRATE-MAE, in which the role of each layer is  mathematically fully interpretable:  they transform the data distribution to and from a structured representation. Extensive empirical evaluations confirm our analytical insights. CRATE-MAE demonstrates highly promising performance on large-scale imagery datasets while using only ~30% of the parameters compared to the standard masked autoencoder with the same model configuration. The representations learned by CRATE-MAE have explicit structure and also contain semantic meaning.","['Unsupervised Learning' 'Representation Learning' 'Deep Learning'
 'Neural Networks' 'Machine Learning Architectures' 'Transformer Models']",https://iclr.cc/media/PosterPDFs/ICLR%202024/18688.png
ICLR,2024,19414,Linear Log-Normal Attention with Unbiased Concentration,"Transformer models have achieved remarkable results in a wide range of applications. However, their scalability is hampered by the quadratic time and memory complexity of the self-attention mechanism concerning the sequence length. This limitation poses a substantial obstacle when dealing with long documents or high-resolution images. In this work, we study the self-attention mechanism by analyzing the distribution of the attention matrix and its concentration ability. Furthermore, we propose instruments to measure these quantities and introduce a novel self-attention mechanism, Linear Log-Normal Attention, designed to emulate the distribution and concentration behavior of the original self-attention. Our experimental results on popular natural language benchmarks reveal that our proposed Linear Log-Normal Attention outperforms other linearized attention alternatives, offering a promising avenue for enhancing the scalability of transformer models.","['Natural Language Processing' 'Neural Networks' 'Transformer Models'
 'Attention Mechanisms']",https://iclr.cc/media/PosterPDFs/ICLR%202024/19414.png
ICLR,2024,21400,Extending Deep Learning Emulation Across Parameter Regimes to Assess Stochastically Driven Spontaneous Transition Events,"Given the computational expense associated with simultaneous multi-task learning, we leverage fine-tuning to generalise a transformer-based network emulating a stochastic dynamical system across a range of parameters. We observe a 40-fold saving in training size required by fine-turning a pre-trained network across a parameter range rather than ab initio training for each new parameter. This allows for rapid adaptation of the deep learning model, that can be used subsequently across a large range of the parameter space or tailored to a specific regime of study. We demonstrate the model's ability to capture the relevant behaviour even at interpolated parameter values not seen during training. Applied to a well-researched zonal jet system, the speed-up provided by the deep learning model over numerical integration makes statistical study of rare events in the physical system computationally feasible.","['Deep Learning' 'Stochastic Dynamical Systems'
 'Machine Learning in Physics' 'Computational Modeling'
 'Numerical Methods' 'Climate and Atmospheric Science']",https://iclr.cc/media/PosterPDFs/ICLR%202024/21400.png
ICLR,2024,19106,Adversarial Supervision Makes Layout-to-Image Diffusion Models Thrive,"Despite the recent advances in large-scale diffusion models, little progress has been made on the layout-to-image (L2I) synthesis task. Current L2I models either suffer from poor editability via text or weak alignment between the generated image and the input layout. This limits their usability in practice. To mitigate this, we propose to integrate adversarial supervision into the conventional training pipeline of L2I diffusion models (ALDM). Specifically, we employ a segmentation-based discriminator which provides explicit feedback to the diffusion generator on the pixel-level alignment between the denoised image and the input layout. To encourage consistent adherence to the input layout over the sampling steps, we further introduce the multistep unrolling strategy. Instead of looking at a single timestep, we unroll a few steps recursively to imitate the inference process, and ask the discriminator to assess the alignment of denoised images with the layout over a certain time window. Our experiments show that ALDM enables layout faithfulness of the generated images, while allowing broad editability via text prompts. Moreover, we showcase its usefulness for practical applications: by synthesizing target distribution samples via text control, we improve domain generalization of semantic segmentation models by a large margin (~12 mIoU points).","['Computer Vision' 'Generative Models' 'Image Synthesis'
 'Adversarial Learning' 'Semantic Segmentation']",https://iclr.cc/media/PosterPDFs/ICLR%202024/19106.png
ICLR,2024,23102,Neural Retrievers are Biased Towards LLM-Generated Content,"Recently, the emergence of large language models (LLMs) has revolutionized the paradigm of information retrieval (IR) applications, especially in web search, by generating vast amounts of human-like texts on the Internet. As a result, IR systems in the LLM era are facing a new challenge: the indexed documents are now not only written by human beings but also automatically generated by the LLMs. How these LLM-generated documents influence the IR systems is a pressing and still unexplored question. In this work, we conduct a quantitative evaluation of IR models in scenarios where both human-written and LLM-generated texts are involved. Surprisingly, our findings indicate that neural retrieval models tend to rank LLM-generated documents higher. We refer to this category of biases in neural retrievers towards the LLM-generated text as thesource bias. Moreover, we discover that this bias is not confined to the first-stage neural retrievers, but extends to the second-stage neural re-rankers. Then, in-depth analyses from the perspective of text compression indicate that LLM-generated texts exhibit more focused semantics with less noise, making them easier for neural retrievers to semantic match. To mitigate the source bias, we also propose a plug-and-play debiased constraint for the optimization objective, and experimental results show its effectiveness. Finally, we discuss the potential severe concerns stemming from the observed source bias and hope our findings can serve as a critical wake-up call to the IR community and beyond. To facilitate future explorations of IR in the LLM era, the constructed two new benchmarks and codes are available in the link https://anonymous.4open.science/r/Source-Bias-B44E.","['Information Retrieval ' 'Natural Language Processing'
 'Machine Learning Bias and Fairness' 'Neural Networks'
 'Large Language Models ']",https://iclr.cc/media/PosterPDFs/ICLR%202024/23102.png
ICLR,2024,18703,SOHES: Self-supervised Open-world Hierarchical Entity Segmentation,"Open-world entity segmentation, as an emerging computer vision task, aims at segmenting entities in images without being restricted by pre-defined classes, offering impressive generalization capabilities on unseen images and concepts. Despite its promise, existing entity segmentation methods like Segment Anything Model (SAM) rely heavily on costly expert annotators. This work presents Self-supervised Open-world Hierarchical Entity Segmentation (SOHES), a novel approach that eliminates the need for human annotations. SOHES operates in three phases: self-exploration, self-instruction, and self-correction. Given a pre-trained self-supervised representation, we produce abundant high-quality pseudo-labels through visual feature clustering. Then, we train a segmentation model on the pseudo-labels, and rectify the noises in pseudo-labels via a teacher-student mutual-learning procedure. Beyond segmenting entities, SOHES also captures their constituent parts, providing a hierarchical understanding of visual entities. Using raw images as the sole training data, our method achieves unprecedented performance in self-supervised open-world segmentation, marking a significant milestone towards high-quality open-world entity segmentation in the absence of human-annotated masks. Project page: https://SOHES.github.io.","['Computer Vision' 'Self-supervised Learning' 'Open-world Segmentation'
 'Entity Segmentation' 'Hierarchical Segmentation']",https://iclr.cc/media/PosterPDFs/ICLR%202024/18703.png
ICLR,2024,18058,Epitopological learning and Cannistraci-Hebb network shape intelligence brain-inspired theory for ultra-sparse advantage in deep learning,"Sparse training (ST) aims to ameliorate deep learning by replacing fully connected artificial neural networks (ANNs) with sparse or ultra-sparse ones, such as brain networks are, therefore it might benefit to borrow brain-inspired learning paradigms from complex network intelligence theory. Here, we launch the ultra-sparse advantage challenge, whose goal is to offer evidence on the extent to which ultra-sparse (around 1\% connection retained) topologies can achieve any leaning advantage against fully connected. Epitopological learning is a field of network science and complex network intelligence that studies how to implement learning on complex networks by changing the shape of their connectivity structure (epitopological plasticity). One way to implement Epitopological (epi- means new) Learning is via link prediction: predicting the likelihood of non-observed links to appear in the network. Cannistraci-Hebb learning theory inspired the CH3-L3 network automata rule for link prediction which is effective for general-purpose link prediction. Here, starting from CH3-L3 we propose Epitopological Sparse Meta-deep Learning (ESML) to apply Epitopological Learning to sparse training. In empirical experiments, we find that ESML learns ANNs with ultra-sparse hyperbolic (epi-)topology in which emerges a community layer organization that is meta-deep (meaning that each layer also has an internal depth due to power-law node hierarchy). Furthermore, we discover that ESML can in many cases automatically sparse the neurons during training (arriving even to 30\% neurons left in hidden layers), this process of node dynamic removal is called percolation. Starting from this network science evidence, we design Cannistraci-Hebb training (CHT), a 4-step training methodology that puts ESML at its heart. We conduct experiments on 7 datasets and 5 network structures comparing CHT to dynamic sparse training SOTA algorithms and the fully connected counterparts. The results indicate that, with a mere 1\% of links retained during training, CHT surpasses fully connected networks on VGG16, GoogLeNet, ResNet50, and ResNet152. This key finding is an evidence for ultra-sparse advantage and signs a milestone in deep learning. CHT acts akin to a gradient-free oracle that adopts CH3-L3-based epitopological learning to guide the placement of new links in the ultra-sparse network topology to facilitate sparse-weight gradient learning, and this in turn reduces the convergence time of ultra-sparse training. Finally, CHT offers the first examples of parsimony dynamic sparse training because, in many datasets, it can retain network performance by percolating and significantly reducing the node network size.Our code is available at: https://github.com/biomedical-cybernetics/Cannistraci-Hebb-training","['Deep Learning' 'Sparse Training' 'Neural Networks'
 'Brain-Inspired Computing' 'Complex Network Intelligence'
 'Network Science' 'Machine Learning Algorithms']",https://iclr.cc/media/PosterPDFs/ICLR%202024/18058.png
ICML,2022,18215,LIDL: Local Intrinsic Dimension Estimation Using Approximate Likelihood,"Most of the existing methods for estimating the local intrinsic dimension of a data distribution do not scale well to high dimensional data. Many of them rely on a non-parametric nearest neighbours approach which suffers from the curse of dimensionality. We attempt to address that challenge by proposing a novel approach to the problem: Local Intrinsic Dimension estimation using approximate Likelihood (LIDL).Our method relies on an arbitrary density estimation method as its subroutine, and hence tries to sidestep the dimensionality challenge by making use of the recent progress in parametric neural methods for likelihood estimation.We carefully investigate the empirical properties of the proposed method, compare them with our theoretical predictions, show that LIDL yields competitive results on the standard benchmarks for this problem, and that it scales to thousands of dimensions. What is more, we anticipate this approach to improve further with the continuing advances in the density estimation literature.","['High-Dimensional Data Analysis' 'Dimensionality Reduction'
 'Density Estimation']",https://icml.cc/media/PosterPDFs/ICML%202022/47f91db40efc6a22350eca5c953c4742_SH6W0W6.png
ICML,2022,18287,An Exact Symbolic Reduction of Linear Smart Predict+Optimize to Mixed Integer Linear Programming,"Predictive models are traditionally optimized independently of their use in downstream decision-based optimization. The `smart, predict then optimize' (SPO) framework addresses this shortcoming by optimizing predictive models in order to \emph{minimize} the final downstream decision loss. To date, several local first-order methods and convex approximations have been proposed. These methods have proven to be effective in practice, however, it remains generally unclear as to how close these local solutions are to global optimality. In this paper, we cast the SPO problem as a bi-level program and apply Symbolic Variable Elimination (SVE) to analytically solve the lower optimization.  The resulting program can then be formulated as a mixed-integer linear program (MILP) which is solved to global optimality using standard off-the-shelf solvers. To our knowledge, our framework is the first to provide a globally optimal solution to the linear SPO problem.  Experimental results comparing with state-of-the-art local SPO solvers show that the globally optimal solution obtains up to \emph{two orders of magnitude reduction} in decision regret.","['Operations Research' 'Optimization' 'Mixed Integer Linear Programming '
 'Decision Science']",https://icml.cc/media/PosterPDFs/ICML%202022/5637f327937ff2beb7d0a499a0b99d3c.png
ICML,2022,17801,Low-Complexity Deep Convolutional Neural Networks on Fully Homomorphic Encryption Using Multiplexed Parallel Convolutions,"Recently, the standard ResNet-20 network was successfully implemented on the fully homomorphic encryption scheme, residue number system variant Cheon-Kim-Kim-Song (RNS-CKKS) scheme using bootstrapping, but the implementation lacks practicality due to high latency and low security level. To improve the performance, we first minimize total bootstrapping runtime using multiplexed parallel convolution that collects sparse output data for multiple channels compactly. We also propose the imaginary-removing bootstrapping to prevent the deep neural networks from catastrophic divergence during approximate ReLU operations. In addition, we optimize level consumptions and use lighter and tighter parameters. Simulation results show that we have 4.67x lower inference latency and 134x less amortized runtime (runtime per image) for ResNet-20 compared to the state-of-the-art previous work, and we achieve standard 128-bit security. Furthermore, we successfully implement ResNet-110 with high accuracy on the RNS-CKKS scheme for the first time.","['Cryptography' 'Deep Learning' 'Neural Networks'
 'Privacy-Preserving Machine Learning' 'Homomorphic Encryption'
 'Computational Efficiency in AI']",https://icml.cc/media/PosterPDFs/ICML%202022/445e1050156c6ae8c082a8422bb7dfc0.png
ICML,2022,17163,Fenrir: Physics-Enhanced Regression for Initial Value Problems,"We show how probabilistic numerics can be used to convert an initial value problem into a Gauss--Markov process parametrised by the dynamics of the initial value problem. Consequently, the often difficult problem of parameter estimation in ordinary differential equations is reduced to hyper-parameter estimation in Gauss--Markov regression, which tends to be considerably easier. The method's relation and benefits in comparison to classical numerical integration and gradient matching approaches is elucidated. In particular, the method can, in contrast to gradient matching, handle partial observations, and has certain routes for escaping local optima not available to classical numerical integration. Experimental results demonstrate that the method is on par or moderately better than competing approaches.","['Probabilistic Numerics' 'Initial Value Problems'
 'Ordinary Differential Equations' 'Gauss-Markov Processes'
 'Parameter Estimation' 'Numerical Analysis' 'Machine Learning in Physics']",https://icml.cc/media/PosterPDFs/ICML%202022/b59307fdacf7b2db12ec4bd5ca1caba8.png
ICML,2022,16033,Adaptive Data Analysis with Correlated Observations,"The vast majority of the work on adaptive data analysis focuses on the case where the samples in the dataset are independent. Several approaches and tools have been successfully applied in this context, such as {\em differential privacy}, {\em max-information}, {\em compression arguments}, and more. The situation is far less well-understood without the independence assumption. We embark on a systematic study of the possibilities of adaptive data analysis with correlated observations. First, we show that, in some cases, differential privacy guarantees generalization even when there are dependencies within the sample, which we quantify using a notion we call {\em Gibbs-dependence}. We complement this result with a tight negative example.%Second, we show that the connection between transcript-compression and adaptive data analysis can be extended to the non-iid setting.","['Adaptive Data Analysis' 'Correlated Data' 'Differential Privacy'
 'Statistical Learning Theory' 'Data Privacy and Security']",https://icml.cc/media/PosterPDFs/ICML%202022/3bd4017318837e92a66298c7855f4427.png
ICML,2022,16621,Stability Based Generalization Bounds for Exponential Family Langevin Dynamics,"Recent years have seen advances in generalization bounds for noisy stochastic algorithms, especially stochastic gradient Langevin dynamics (SGLD) based on stability (Mou et al., 2018; Li et al., 2020) and information theoretic approaches (Xu & Raginsky, 2017; Negrea et al., 2019; Steinke & Zakynthinou, 2020). In this paper, we unify and substantially generalize stability based generalization bounds and make three technical contributions. First, we bound the generalization error in terms of expected (not uniform) stability which arguably leads to quantitatively sharper bounds. Second, as our main contribution, we introduce Exponential Family Langevin Dynamics (EFLD), a substantial generalization of SGLD, which includes noisy versions of Sign-SGD and quantized SGD as special cases. We establish data dependent expected stability based generalization bounds for any EFLD algorithm with a O(1/n) sample dependence and dependence on gradient discrepancy rather than the norm of gradients, yielding significantly sharper bounds. Third, we establish optimization guarantees for special cases of EFLD. Further, empirical results on benchmarks illustrate that our bounds are non-vacuous, quantitatively sharper than existing bounds, and behave correctly under noisy labels.","['Machine Learning Theory' 'Stochastic Algorithms' 'Generalization Bounds'
 'Stability Analysis' 'Langevin Dynamics' 'Optimization Methods']",https://icml.cc/media/PosterPDFs/ICML%202022/61bdf049525b7d4c2cf79257ec7c2c56.png
ICML,2022,16559,Constrained Discrete Black-Box Optimization using Mixed-Integer Programming,"Discrete black-box optimization problems are challenging for model-based optimization (MBO) algorithms, such as Bayesian optimization, due to the size of the search space and the need to satisfy combinatorial constraints.  In particular, these methods require repeatedly solving a complex discrete global optimization problem in the inner loop, where popular heuristic inner-loop solvers introduce approximations and are difficult to adapt to combinatorial constraints. In response, we propose NN+MILP, a general discrete MBO framework using piecewise-linear neural networks as surrogate models and mixed-integer linear programming (MILP) to optimize the acquisition function. MILP provides optimality guarantees and a versatile declarative language for domain-specific constraints. We test our approach on a range of unconstrained and constrained problems, including DNA binding, constrained binary quadratic problems from the MINLPLib benchmark, and the NAS-Bench-101 neural architecture search benchmark. NN+MILP surpasses or matches the performance of black-box algorithms tailored to the constraints at hand, with global optimization of the acquisition problem running in a few minutes using only standard software packages and hardware.","['Discrete Optimization' 'Mixed-Integer Programming'
 'Black-Box Optimization' 'Model-Based Optimization' 'Neural Networks'
 'Combinatorial Optimization' 'Bayesian Optimization'
 'Global Optimization']",https://icml.cc/media/PosterPDFs/ICML%202022/5cc4bb753030a3d804351b2dfec0d8b5.png
